,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageCars,GarageQual,PavedDrive,WoodDeckSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalBath,TotalPorch
703,704,190,RM,76.0,7630,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,360,GasA,Gd,Y,SBrkr,1812,4,2,Gd,8,Typ,1,Detchd,2,TA,N,344,5,2010,WD,Normal,140000,2.0,40
704,705,20,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,1473,GasA,Ex,Y,SBrkr,1484,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,0,5,2010,WD,Normal,213000,3.0,179
705,706,190,RM,70.0,5600,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,NA,NA,NA,0,GasA,Fa,N,SBrkr,1092,3,2,Fa,7,Mod,0,NA,0,NA,N,0,7,2010,WD,Normal,55000,2.0,0
706,707,20,RL,69.0,115149,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,Gd,TA,Gd,1643,GasA,TA,Y,SBrkr,1824,2,1,Gd,5,Typ,2,Attchd,2,TA,Y,380,6,2007,WD,Normal,302000,3.0,48
707,708,120,RL,48.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,1324,GasA,Ex,Y,SBrkr,1324,2,1,Gd,6,Typ,1,Attchd,2,TA,Y,192,12,2009,WD,Normal,254000,3.0,38
708,709,60,RL,65.0,9018,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,728,GasA,Ex,Y,SBrkr,1456,3,1,Gd,8,Typ,1,Attchd,2,TA,Y,100,7,2007,New,Partial,179540,2.5,24
709,710,20,RL,69.0,7162,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,TA,No,876,GasA,TA,Y,SBrkr,904,3,1,TA,6,Typ,0,Attchd,1,TA,Y,0,12,2008,WD,Abnorml,109900,1.0,0
710,711,30,RL,56.0,4130,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,270,GasA,Gd,Y,SBrkr,729,2,1,TA,5,Maj2,0,NA,0,NA,N,0,7,2008,WD,Normal,52000,1.0,0
711,712,50,C (all),66.0,8712,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Stone,TA,TA,Mn,859,GasA,Gd,Y,SBrkr,1178,2,1,TA,7,Typ,0,Detchd,1,TA,N,68,1,2010,WD,Abnorml,102776,1.0,98
712,713,120,RL,40.0,4671,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,1228,GasA,Gd,Y,SBrkr,1228,2,1,Gd,5,Typ,1,Attchd,2,TA,Y,168,10,2008,WD,Normal,189000,3.0,120
713,714,190,RL,60.0,9873,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,TA,TA,Av,960,GasW,TA,N,SBrkr,960,3,1,TA,6,Typ,0,Detchd,2,TA,Y,0,5,2006,WD,Normal,129000,2.0,288
714,715,60,RL,69.0,13517,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,Gd,TA,CBlock,TA,TA,No,725,GasA,Ex,Y,SBrkr,1479,3,1,Gd,6,Typ,0,Attchd,2,TA,Y,0,3,2010,WD,Normal,130500,2.5,44
715,716,20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,TA,No,1064,GasA,TA,Y,SBrkr,1350,3,1,TA,7,Typ,1,Attchd,2,TA,Y,0,8,2009,WD,Normal,165000,2.0,0
716,717,70,RM,60.0,10800,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,718,GasA,Ex,Y,SBrkr,2554,3,1,TA,8,Typ,0,Detchd,2,TA,P,0,7,2007,WD,Normal,159500,1.5,191
717,718,20,RL,80.0,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,1176,GasA,Gd,Y,SBrkr,1178,3,1,Gd,5,Typ,1,Attchd,2,TA,Y,224,11,2008,WD,Normal,157000,2.0,0
718,719,60,RL,96.0,10542,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,Gd,TA,PConc,Gd,TA,Gd,1311,GasA,Ex,Y,SBrkr,2418,3,1,Gd,9,Typ,1,Attchd,3,TA,Y,250,8,2008,WD,Normal,341000,3.5,370
719,720,20,RL,69.0,9920,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,971,GasA,TA,Y,SBrkr,971,3,1,TA,5,Typ,1,Attchd,1,TA,Y,0,5,2006,WD,Normal,128500,1.5,0
720,721,120,RL,69.0,6563,Pave,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Gd,1742,GasA,TA,Y,SBrkr,1742,2,1,Gd,5,Typ,1,Attchd,2,TA,Y,114,12,2006,WD,Normal,275000,3.0,262
721,722,120,RM,69.0,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Av,848,GasA,Ex,Y,SBrkr,848,1,1,Gd,3,Typ,0,Attchd,2,TA,Y,160,5,2010,WD,Normal,143000,2.0,0
722,723,20,RL,70.0,8120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,864,GasA,Ex,Y,SBrkr,864,3,1,TA,5,Typ,0,Detchd,2,TA,Y,0,7,2009,WD,Normal,124500,1.0,0
723,724,50,RL,60.0,8172,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,941,GasA,Ex,Y,SBrkr,1470,4,1,TA,7,Typ,0,Detchd,1,TA,Y,0,5,2008,WD,Normal,135000,2.0,156
724,725,20,RL,86.0,13286,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,1698,GasA,Ex,Y,SBrkr,1698,3,1,Ex,8,Typ,1,Attchd,3,TA,Y,327,2,2009,WD,Normal,320000,3.0,64
725,726,20,RL,60.0,6960,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,864,GasA,TA,Y,SBrkr,864,3,1,Gd,5,Typ,0,Detchd,2,TA,Y,96,11,2009,WD,Normal,120500,1.0,0
726,727,20,RL,69.0,21695,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,Gd,Gd,CBlock,Gd,TA,No,880,GasA,Ex,Y,SBrkr,1680,3,1,Gd,5,Typ,1,Attchd,2,TA,Y,292,12,2009,WD,Normal,222000,3.0,226
727,728,20,RL,64.0,7314,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,TA,Av,1232,GasA,Ex,Y,SBrkr,1232,2,1,Gd,6,Typ,0,Attchd,2,TA,Y,132,2,2009,WD,Normal,194500,3.0,0
728,729,90,RL,85.0,11475,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,No,1584,GasA,TA,Y,SBrkr,1776,4,2,TA,9,Typ,0,Detchd,3,TA,Y,0,7,2009,COD,Abnorml,110000,3.0,25
729,730,30,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,780,GasA,TA,Y,FuseA,1208,2,1,TA,5,Typ,0,Detchd,2,TA,Y,0,1,2009,WD,Normal,103000,1.0,135
730,731,120,RL,39.0,5389,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,1595,GasA,Ex,Y,SBrkr,1616,2,1,Gd,5,Typ,1,Attchd,2,TA,Y,237,3,2010,WD,Normal,236500,3.0,152
731,732,80,RL,73.0,9590,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,TA,Av,868,GasA,Ex,Y,SBrkr,1146,3,1,Gd,6,Typ,1,Attchd,2,TA,Y,160,5,2007,WD,Normal,187500,3.0,22
732,733,60,RL,75.0,11404,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,1153,GasA,Ex,Y,SBrkr,2031,3,1,Gd,8,Typ,1,Attchd,2,TA,Y,192,7,2008,WD,Normal,222500,2.5,84
733,734,20,RL,80.0,10000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,864,GasA,Ex,Y,SBrkr,1144,3,1,TA,6,Typ,1,Attchd,1,TA,Y,165,3,2009,WD,Normal,131400,2.0,0
734,735,20,RL,69.0,8978,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,948,GasA,TA,Y,SBrkr,948,3,1,TA,6,Typ,0,Attchd,1,TA,Y,147,5,2007,WD,Family,108000,1.0,0
735,736,75,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,880,GasW,Fa,N,SBrkr,1768,2,1,TA,6,Typ,2,Detchd,2,TA,N,0,10,2006,WD,Normal,163000,1.5,341
736,737,90,RL,60.0,8544,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,TA,TA,CBlock,NA,NA,NA,0,GasA,Gd,N,FuseF,1040,2,2,TA,6,Typ,0,Detchd,2,TA,Y,0,7,2006,WD,Normal,93500,2.0,0
737,738,60,RL,72.0,10463,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,893,GasA,Ex,Y,SBrkr,1801,3,1,Gd,8,Typ,1,Attchd,3,TA,Y,0,6,2006,WD,Normal,239900,2.5,116
738,739,90,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,1200,GasA,TA,Y,SBrkr,1200,3,1,TA,5,Typ,0,NA,0,NA,Y,120,3,2009,WD,Alloca,179000,6.0,0
739,740,60,RL,65.0,9313,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,864,GasA,Ex,Y,SBrkr,1728,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,187,4,2009,WD,Normal,190000,2.5,56
740,741,70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,264,GasA,Ex,Y,SBrkr,1432,2,1,TA,7,Typ,0,Detchd,2,TA,Y,270,5,2007,WD,Abnorml,132000,2.0,112
741,742,20,RL,65.0,6768,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,Mn,912,GasA,Gd,Y,SBrkr,912,3,1,Gd,5,Typ,0,Detchd,1,TA,Y,168,5,2008,WD,Normal,142000,2.5,0
742,743,20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,1349,GasA,Ex,Y,SBrkr,1349,3,1,TA,6,Typ,0,Attchd,2,TA,Y,120,12,2007,WD,Normal,179000,2.0,55
743,744,80,RL,70.0,12886,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,520,GasA,Ex,Y,SBrkr,1464,3,1,TA,6,Min2,1,Attchd,2,TA,Y,302,10,2009,WD,Normal,175000,2.5,100
744,745,120,RL,41.0,5395,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,1337,GasA,Gd,Y,SBrkr,1337,2,1,Gd,5,Typ,1,Attchd,2,TA,Y,96,10,2008,WD,Normal,180000,3.0,238
745,746,60,RL,69.0,8963,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,1142,GasA,Ex,Y,SBrkr,2715,4,1,Gd,11,Typ,2,BuiltIn,2,TA,Y,0,7,2008,WD,Normal,299800,4.0,204
746,747,60,RL,69.0,8795,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,952,GasA,Ex,Y,SBrkr,2256,4,1,Gd,8,Typ,1,BuiltIn,2,TA,Y,224,4,2009,WD,Normal,236000,2.5,54
747,748,70,RM,65.0,11700,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,None,0.0,Gd,TA,Stone,TA,Fa,No,1240,GasW,TA,N,SBrkr,2640,4,1,Gd,8,Typ,1,Detchd,4,TA,N,181,5,2009,WD,Normal,265979,1.5,386
748,749,20,RL,59.0,10593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,1720,GasA,Ex,Y,SBrkr,1720,3,1,Gd,7,Typ,1,Attchd,2,TA,Y,240,3,2010,WD,Normal,260400,3.0,210
749,750,50,RL,50.0,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,NA,NA,NA,0,Wall,TA,N,FuseF,1529,4,1,TA,9,Mod,0,Detchd,1,TA,N,92,4,2009,WD,Normal,98000,2.0,185
750,751,50,RM,55.0,8800,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,576,GasA,Gd,Y,SBrkr,1140,3,1,TA,7,Min2,0,NA,0,NA,N,0,6,2010,WD,Normal,96500,1.0,160
751,752,60,RL,69.0,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,660,GasA,Ex,Y,SBrkr,1320,3,1,Gd,6,Typ,0,Attchd,2,TA,Y,0,8,2007,WD,Normal,162000,2.5,48
752,753,20,RL,79.0,9236,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,1479,GasA,Ex,Y,SBrkr,1494,3,1,Gd,6,Typ,0,Attchd,2,TA,Y,168,7,2006,WD,Normal,217000,3.0,27
753,754,60,RL,80.0,10240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,1030,GasA,Gd,Y,SBrkr,2098,3,1,Ex,8,Typ,1,Attchd,3,TA,Y,192,3,2006,WD,Normal,275500,2.5,52
754,755,20,RL,61.0,7930,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,1026,GasA,Gd,Y,SBrkr,1026,3,1,Gd,5,Typ,0,Detchd,2,TA,Y,171,7,2009,WD,Normal,156000,2.0,48
755,756,160,FV,34.0,3230,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,729,GasA,Gd,Y,SBrkr,1471,3,1,TA,6,Typ,0,Detchd,2,TA,Y,0,3,2009,WD,Normal,172500,2.5,24
756,757,60,RL,68.0,10769,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,866,GasA,Ex,Y,SBrkr,1768,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,144,4,2009,WD,Normal,212000,2.5,105
757,758,60,RL,69.0,11616,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,672,GasA,TA,Y,SBrkr,1386,3,1,TA,6,Typ,1,Attchd,2,TA,Y,335,4,2010,WD,Abnorml,158900,2.5,0
758,759,160,FV,24.0,2280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,744,GasA,Gd,Y,SBrkr,1501,3,1,TA,6,Typ,0,Detchd,2,TA,Y,0,8,2008,WD,Normal,179400,2.5,0
759,760,60,RL,65.0,12257,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,1318,GasA,Ex,Y,SBrkr,2531,4,1,Gd,9,Typ,1,Attchd,3,TA,Y,222,11,2007,WD,Normal,290000,2.5,98
760,761,20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,864,GasA,Ex,Y,SBrkr,864,2,1,TA,5,Typ,0,Detchd,1,Ex,Y,0,10,2009,WD,Normal,127500,1.0,0
761,762,30,RM,60.0,6911,Pave,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,1145,GasA,TA,Y,SBrkr,1301,2,1,Fa,5,Min1,0,Detchd,2,TA,Y,0,10,2009,WD,Normal,100000,1.0,0
762,763,60,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,756,GasA,Ex,Y,SBrkr,1547,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,169,6,2010,Con,Normal,215200,2.5,45
763,764,60,RL,82.0,9430,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,1252,GasA,Ex,Y,SBrkr,2365,3,1,Gd,8,Typ,1,Attchd,3,TA,Y,0,7,2009,WD,Normal,337000,3.5,308
764,765,120,RL,30.0,9549,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,1494,GasA,Ex,Y,SBrkr,1494,2,1,Ex,6,Typ,1,Attchd,2,TA,Y,0,4,2006,WD,Normal,270000,2.5,246
765,766,20,RL,75.0,14587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,1498,GasA,Ex,Y,SBrkr,1506,2,1,Ex,6,Typ,1,Attchd,2,TA,Y,0,8,2008,New,Partial,264132,2.0,174
766,767,60,RL,80.0,10421,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,980,GasA,TA,Y,SBrkr,1714,3,1,TA,7,Typ,1,Attchd,2,TA,Y,228,3,2010,WD,Normal,196500,2.5,222
767,768,50,RL,75.0,12508,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,983,GasA,Ex,Y,SBrkr,1750,4,1,TA,7,Mod,0,Attchd,1,TA,Y,245,7,2008,WD,Normal,160000,3.0,156
768,769,20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,1860,GasA,Ex,Y,SBrkr,1836,3,1,Gd,8,Typ,1,Attchd,2,TA,Y,120,10,2006,WD,Normal,216837,2.0,33
769,770,60,RL,47.0,53504,Pave,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,1650,GasA,Ex,Y,SBrkr,3279,4,1,Ex,12,Mod,1,BuiltIn,3,TA,Y,503,6,2010,WD,Normal,538000,4.5,246
770,771,85,RL,69.0,7252,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,858,GasA,TA,Y,SBrkr,858,2,1,TA,5,Typ,0,Detchd,2,TA,Y,120,4,2009,WD,Normal,134900,2.0,0
771,772,20,RL,67.0,8877,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,836,GasA,TA,Y,FuseF,1220,2,1,TA,6,Typ,0,Detchd,2,TA,Y,0,4,2006,COD,Normal,102000,1.0,0
